CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,NextPurchaseDayRange
13425,46,3,78,0,904935.26,0,3,False,False,True,0
13426,3,3,114,0,1568972.62,0,3,False,False,True,1
13430,11,3,34,0,152094.31,0,3,False,False,True,0
13435,14,3,55,0,648857.34,0,3,False,False,True,1
13437,37,3,120,0,734688.19,0,3,False,False,True,0
13450,28,3,62,0,1058188.5,0,3,False,False,True,0
13456,2,3,48,0,299588.15,0,3,False,False,True,1
13481,13,3,85,0,517974.26,0,3,False,False,True,1
13486,17,3,69,0,703908.33,0,3,False,False,True,0
13489,44,3,14,0,542359.72,0,3,False,False,True,0
13499,2,3,31,0,489121.31,0,3,False,False,True,1
13507,37,3,128,0,948782.73,0,3,False,False,True,0
13509,38,3,31,0,960364.6,0,3,False,False,True,1
13510,34,3,63,0,522051.12,0,3,False,False,True,1
13515,11,3,59,0,578735.76,0,3,False,False,True,0
13517,45,3,110,0,539676.57,0,3,False,False,True,1
13524,20,3,20,0,240332.24000000002,0,3,False,False,True,1
13538,33,3,20,0,348186.96,0,3,False,False,True,0
13539,24,3,38,0,238811.26,0,3,False,False,True,0
13549,2,3,48,0,401271.43,0,3,False,False,True,1
13552,5,3,121,0,560951.11,0,3,False,False,True,0
13562,20,3,82,0,1203932.9,0,3,False,False,True,0
13575,9,3,29,0,128661.2,0,3,False,False,True,2
13577,27,3,69,0,546290.32,0,3,False,False,True,0
13588,25,3,118,0,1132039.31,0,3,False,False,True,1
13591,3,3,58,0,325132.27999999997,0,3,False,False,True,0
13593,47,3,128,0,827462.7,0,3,False,False,True,0
13599,19,3,126,0,1426288.45,0,3,False,False,True,1
13611,28,3,74,0,480693.7,0,3,False,False,True,0
13614,28,3,103,0,140619.66,0,3,False,False,True,0
13627,17,3,87,0,370057.89,0,3,False,False,True,2
13630,14,3,73,0,1749290.8399999999,0,3,False,False,True,0
13631,38,3,12,0,111581.05,0,3,False,False,True,0
13634,25,3,154,0,539892.58,0,3,False,False,True,0
13647,3,3,61,0,683660.88,0,3,False,False,True,0
13650,5,3,81,0,636670.85,0,3,False,False,True,1
13658,24,3,86,0,635956.56,0,3,False,False,True,0
13662,24,3,57,0,108356.34999999999,0,3,False,False,True,0
13695,2,3,75,0,1829605.45,0,3,False,False,True,1
13704,2,3,75,0,561522.54,0,3,False,False,True,2
13720,55,3,43,0,288682.75,0,3,False,False,True,0
13725,10,3,108,0,392504.86,0,3,False,False,True,1
13728,46,3,50,0,415421.3,0,3,False,False,True,0
13741,10,3,35,0,232441.0,0,3,False,False,True,0
13743,27,3,35,0,538806.9600000001,0,3,False,False,True,0
13748,34,3,28,0,531747.09,0,3,False,False,True,0
13756,32,3,91,0,1660312.76,0,3,False,False,True,1
13763,2,3,17,0,456356.61000000004,0,3,False,False,True,0
13769,31,3,108,0,1207693.42,0,3,False,False,True,0
13771,3,3,120,0,931436.72,0,3,False,False,True,0
13782,7,3,77,0,214933.49,0,3,False,False,True,1
13784,33,3,27,0,2279457.41,0,3,False,False,True,1
13804,17,3,121,0,716173.59,0,3,False,False,True,1
13808,4,3,53,0,567609.58,0,3,False,False,True,2
13813,9,3,51,0,365716.78,0,3,False,False,True,1
13831,26,3,67,0,1355265.26,0,3,False,False,True,0
13848,31,3,5,0,1371961.0,0,3,False,False,True,0
13851,34,3,81,0,1123726.56,0,3,False,False,True,0
13854,4,3,100,0,2103219.1999999997,0,3,False,False,True,1
13862,11,3,134,0,810017.06,0,3,False,False,True,0
13870,40,3,90,0,671653.91,0,3,False,False,True,0
13880,26,3,126,0,923139.17,0,3,False,False,True,1
13884,28,3,47,0,267328.34,0,3,False,False,True,0
13890,46,3,31,0,296205.2,0,3,False,False,True,0
13895,5,3,83,0,666149.51,0,3,False,False,True,1
13901,11,3,149,0,1319641.6400000001,0,3,False,False,True,0
13908,18,3,126,0,1369051.1099999999,0,3,False,False,True,0
13925,31,3,44,0,109208.08,0,3,False,False,True,0
13931,24,3,59,0,532084.02,0,3,False,False,True,0
13939,47,3,35,0,329232.67,0,3,False,False,True,0
13940,3,3,41,0,161743.36000000002,0,3,False,False,True,1
13941,28,3,38,0,2022622.05,0,3,False,False,True,0
13946,18,3,11,0,370765.06,0,3,False,False,True,0
13949,4,3,81,0,942820.24,0,3,False,False,True,1
13953,54,3,12,0,865903.04,0,3,False,False,True,0
13959,18,3,90,0,351930.64,0,3,False,False,True,0
13971,45,3,116,0,1000116.88,0,3,False,False,True,1
13983,2,3,98,0,524669.76,0,3,False,False,True,2
13993,2,3,117,0,1190389.59,0,3,False,False,True,1
13994,6,3,110,0,681159.1,0,3,False,False,True,1
13995,54,3,55,0,467401.15,0,3,False,False,True,0
14004,17,3,137,0,2329201.55,0,3,False,False,True,1
14005,14,3,54,0,745638.44,0,3,False,False,True,0
14006,54,3,30,0,1044480.33,0,3,False,False,True,0
14013,49,3,34,0,237032.88,0,3,False,False,True,0
14019,23,3,44,0,178018.12,0,3,False,False,True,1
14032,26,3,122,0,2269626.61,0,3,False,False,True,1
14035,46,3,26,0,1476010.18,0,3,False,False,True,0
14038,17,3,93,0,817220.37,0,3,False,False,True,0
14045,48,3,6,0,691090.04,0,3,False,False,True,0
14047,12,3,23,0,239866.56,0,3,False,False,True,0
14051,7,3,148,0,2817902.38,0,3,False,False,True,2
14064,51,3,58,0,1442293.17,0,3,False,False,True,0
14077,17,3,40,0,81026.68000000001,0,3,False,False,True,1
14078,40,3,65,0,180802.46,0,3,False,False,True,0
14107,35,3,116,0,1336970.51,0,3,False,False,True,1
14111,24,3,6,0,218582.01,0,3,False,False,True,0
14112,52,3,120,0,684534.34,0,3,False,False,True,0
14113,16,3,14,0,306637.99,0,3,False,False,True,1
14116,3,3,52,0,813759.74,0,3,False,False,True,1
14132,26,3,107,0,1005276.89,0,3,False,False,True,1
14135,14,3,111,0,2585973.91,0,3,False,False,True,1
14141,2,3,29,0,211492.88999999998,0,3,False,False,True,2
14152,14,3,50,0,490363.16000000003,0,3,False,False,True,0
14163,26,3,52,0,598496.41,0,3,False,False,True,0
14175,54,3,67,0,538017.33,0,3,False,False,True,0
14177,23,3,42,0,122823.26000000001,0,3,False,False,True,0
14178,5,3,144,0,405016.03,0,3,False,False,True,1
14188,5,3,60,0,696561.25,0,3,False,False,True,1
14191,19,3,133,0,1151951.44,0,3,False,False,True,1
14198,18,3,32,0,183338.94999999998,0,3,False,False,True,0
14201,19,3,32,0,827129.5399999999,0,3,False,False,True,2
14210,30,3,103,0,846356.11,0,3,False,False,True,0
14211,2,3,76,0,717834.42,0,3,False,False,True,2
14215,16,3,81,0,649533.17,0,3,False,False,True,0
14217,2,3,78,0,262060.76,0,3,False,False,True,2
14223,31,3,61,0,398095.19,0,3,False,False,True,0
14224,49,3,113,0,215952.03,0,3,False,False,True,0
14226,9,3,59,0,1489304.9,0,3,False,False,True,1
14232,54,3,92,0,979650.35,0,3,False,False,True,0
14235,14,3,79,0,1266557.8299999998,0,3,False,False,True,0
14239,10,3,109,0,912062.12,0,3,False,False,True,1
14243,30,3,133,0,1242107.07,0,3,False,False,True,0
14246,49,3,75,0,698799.21,0,3,False,False,True,0
14257,2,3,106,0,1686395.1199999999,0,3,False,False,True,2
14262,23,3,78,0,921903.51,0,3,False,False,True,1
14276,26,3,75,0,552825.97,0,3,False,False,True,0
14282,20,3,108,0,1643085.86,0,3,False,False,True,1
14290,6,3,75,0,553758.03,0,3,False,False,True,2
14292,25,3,87,0,746021.39,0,3,False,False,True,1
14299,11,3,116,0,793084.22,0,3,False,False,True,2
14305,10,3,110,0,797030.57,0,3,False,False,True,0
14309,32,3,89,0,460993.45,0,3,False,False,True,0
14312,30,3,58,0,506573.83,0,3,False,False,True,1
14321,12,3,104,0,1327622.01,0,3,False,False,True,0
14323,53,3,41,0,126242.12999999999,0,3,False,False,True,0
14334,32,3,149,0,1017812.74,0,3,False,False,True,0
14356,12,3,35,0,175701.08,0,3,False,False,True,2
14364,47,3,69,0,1726015.41,0,3,False,False,True,0
14388,30,3,135,0,949871.86,0,3,False,False,True,0
14389,4,3,54,0,457116.01999999996,0,3,False,False,True,0
14397,11,3,46,0,999172.78,0,3,False,False,True,2
14401,19,3,140,0,2773927.8000000003,0,3,False,False,True,1
14404,47,3,88,0,602738.27,0,3,False,False,True,0
14407,46,3,76,0,1440608.8900000001,0,3,False,False,True,0
14408,33,3,98,0,2381834.66,0,3,False,False,True,0
14409,9,3,55,0,619188.46,0,3,False,False,True,0
14414,30,3,98,0,1872479.68,0,3,False,False,True,0
14419,12,3,99,0,201040.27,0,3,False,False,True,2
14422,9,3,122,0,1318074.41,0,3,False,False,True,2
14428,18,3,42,0,76192.29000000001,0,3,False,False,True,1
14440,11,3,42,0,1050644.04,0,3,False,False,True,1
14441,33,3,26,0,253675.03,0,3,False,False,True,0
14460,49,3,17,0,642269.59,0,3,False,False,True,0
14463,37,3,6,0,59977.880000000005,0,3,False,False,True,0
14466,12,3,58,0,684089.78,0,3,False,False,True,1
14475,10,3,47,0,340440.98,0,3,False,False,True,0
14487,21,3,89,0,334305.24,0,3,False,False,True,1
14498,55,3,119,0,670764.51,0,3,False,False,True,0
14500,26,3,7,0,161358.58,0,3,False,False,True,0
14501,2,3,12,0,157532.73,0,3,False,False,True,0
14507,40,3,83,0,444968.86,0,3,False,False,True,0
14511,4,3,32,0,321960.82,0,3,False,False,True,1
14513,39,3,18,0,281192.39,0,3,False,False,True,0
14514,0,3,69,0,498302.92,0,3,False,False,True,0
14515,5,3,62,0,849231.09,0,3,False,False,True,1
14522,10,3,16,0,267011.74,0,3,False,False,True,1
14533,3,3,57,0,1891069.41,0,3,False,False,True,2
14543,12,3,95,0,335174.61,0,3,False,False,True,1
14560,2,3,59,0,647671.9299999999,0,3,False,False,True,2
14561,14,3,69,0,651584.45,0,3,False,False,True,0
14565,34,3,129,0,1058076.79,0,3,False,False,True,0
14595,0,3,22,0,236414.77,0,3,False,False,True,2
14623,55,3,105,0,209578.76,0,3,False,False,True,0
14626,3,3,97,0,1469096.11,0,3,False,False,True,2
14665,28,3,67,0,443731.38,0,3,False,False,True,1
14676,17,3,39,0,1288971.05,0,3,False,False,True,1
14691,10,3,62,0,356461.85,0,3,False,False,True,1
14696,10,3,113,0,834368.13,0,3,False,False,True,0
14704,20,3,103,0,126242.83,0,3,False,False,True,1
14715,33,3,49,0,166283.35,0,3,False,False,True,0
14732,27,3,114,0,579007.55,0,3,False,False,True,0
14738,3,3,45,0,867811.23,0,3,False,False,True,1
14739,4,3,44,0,3000219.42,0,3,False,False,True,1
14741,52,3,36,0,443390.72000000003,0,3,False,False,True,0
14745,51,3,70,0,810026.4,0,3,False,False,True,0
14766,19,3,116,0,1213047.28,0,3,False,False,True,0
14776,44,3,85,0,1210349.26,0,3,False,False,True,0
14818,12,3,48,0,143347.83,0,3,False,False,True,0
14825,2,3,94,0,784793.1,0,3,False,False,True,1
14834,4,3,43,0,572193.01,0,3,False,False,True,2
14837,28,3,110,0,832282.37,0,3,False,False,True,0
14842,23,3,94,0,448113.6,0,3,False,False,True,1
14844,2,3,130,0,2934613.98,0,3,False,False,True,0
14852,35,3,108,0,1877671.03,0,3,False,False,True,1
14854,16,3,130,0,1358295.27,0,3,False,False,True,0
14859,19,3,44,0,221249.05,0,3,False,False,True,0
14866,12,3,53,0,1899485.66,0,3,False,False,True,2
14868,10,3,87,0,593253.85,0,3,False,False,True,1
14875,46,3,49,0,249468.27000000002,0,3,False,False,True,0
14878,21,3,101,0,573797.66,0,3,False,False,True,1
14880,16,3,46,0,347762.79,0,3,False,False,True,0
14883,2,3,43,0,793744.9199999999,0,3,False,False,True,1
14901,12,3,76,0,109798.98,0,3,False,False,True,1
14907,2,3,133,0,1292826.38,0,3,False,False,True,1
14915,24,3,13,0,181027.66,0,3,False,False,True,0
14916,9,3,79,0,727524.54,0,3,False,False,True,0
14931,13,3,28,0,58435.030000000006,0,3,False,False,True,0
14934,11,3,88,0,1149129.21,0,3,False,False,True,0
14944,2,3,156,0,2670062.43,0,3,False,False,True,1
14948,10,3,51,0,343054.17,0,3,False,False,True,1
14952,10,3,124,0,2118046.64,0,3,False,False,True,2
14959,2,3,59,0,879326.3999999999,0,3,False,False,True,2
14970,7,3,34,0,372000.28,0,3,False,False,True,0
14973,46,3,32,0,402673.72,0,3,False,False,True,0
14976,39,3,55,0,189074.63999999998,0,3,False,False,True,1
15002,54,3,115,0,1045699.71,0,3,False,False,True,0
15024,51,3,76,0,546109.16,0,3,False,False,True,0
15026,19,3,61,0,160725.06,0,3,False,False,True,0
15036,11,3,119,0,260666.03,0,3,False,False,True,0
15038,7,3,124,0,168510.7,0,3,False,False,True,2
15048,4,3,95,0,125511.29,0,3,False,False,True,0
15062,9,3,57,0,634106.51,0,3,False,False,True,0
15081,4,3,29,0,213877.47,0,3,False,False,True,1
15089,33,3,121,0,1041481.53,0,3,False,False,True,1
15095,42,3,49,0,625013.82,0,3,False,False,True,0
15105,6,3,83,0,533012.39,0,3,False,False,True,1
15106,4,3,92,0,725899.16,0,3,False,False,True,2
15122,23,3,87,0,403110.54,0,3,False,False,True,0
15129,45,3,74,0,1711769.56,0,3,False,False,True,0
15132,44,3,48,0,502897.34,0,3,False,False,True,1
15134,11,3,51,0,401925.92,0,3,False,False,True,1
15140,18,3,69,0,946141.28,0,3,False,False,True,1
15144,10,3,137,0,2074220.76,0,3,False,False,True,2
15152,23,3,154,0,922845.39,0,3,False,False,True,1
15164,7,3,101,0,769173.64,0,3,False,False,True,0
15172,9,3,84,0,883186.41,0,3,False,False,True,0
15181,5,3,18,0,234311.68,0,3,False,False,True,0
15187,9,3,55,0,630052.3,0,3,False,False,True,2
15199,33,3,10,0,33356.41,0,3,False,False,True,1
15201,17,3,97,0,571666.54,0,3,False,False,True,0
15203,18,3,118,0,1041015.14,0,3,False,False,True,0
15205,23,3,38,0,240751.84,0,3,False,False,True,0
15206,38,3,6,0,1910.3999999999999,0,3,False,False,True,0
15208,2,3,26,0,172372.7,0,3,False,False,True,2
15214,2,3,70,0,614591.63,0,3,False,False,True,1
15215,35,3,19,0,12560.96,0,3,False,False,True,1
15218,13,3,145,0,2519268.04,0,3,False,False,True,2
15220,54,3,90,0,617823.77,0,3,False,False,True,0
15228,5,3,126,0,1812714.8,0,3,False,False,True,0
15237,17,3,92,0,1110959.08,0,3,False,False,True,0
15238,34,3,39,0,775946.45,0,3,False,False,True,0
15240,23,3,63,0,1229263.8900000001,0,3,False,False,True,1
15241,5,3,108,0,1217116.29,0,3,False,False,True,0
15251,20,3,111,0,1174330.67,0,3,False,False,True,1
15253,18,3,40,0,494055.97000000003,0,3,False,False,True,0
15260,39,3,78,0,722027.09,0,3,False,False,True,0
15270,46,3,42,0,806205.09,0,3,False,False,True,0
15271,33,3,143,0,460728.61000000004,0,3,False,False,True,1
15290,18,3,142,0,1894222.5899999999,0,3,False,False,True,1
15291,33,3,93,0,2991272.82,0,3,False,False,True,0
15296,17,3,144,0,1525646.34,0,3,False,False,True,1
15298,31,3,124,0,1612594.6199999999,0,3,False,False,True,0
15299,6,3,12,0,2180889.5,0,3,False,False,True,0
15304,24,3,23,0,6902.9800000000005,0,3,False,False,True,1
15306,3,3,58,0,733938.98,0,3,False,False,True,0
15312,14,3,48,0,752458.93,0,3,False,False,True,0
15315,3,3,38,0,698172.5,0,3,False,False,True,0
15351,4,3,111,0,256592.92,0,3,False,False,True,2
15365,2,3,131,0,482208.47,0,3,False,False,True,1
15370,10,3,90,0,542833.0700000001,0,3,False,False,True,2
15373,54,3,105,0,288608.4,0,3,False,False,True,0
15380,25,3,25,0,143614.58,0,3,False,False,True,1
15392,27,3,45,0,549476.38,0,3,False,False,True,0
15394,17,3,71,0,539878.66,0,3,False,False,True,0
15400,31,3,13,0,86198.72,0,3,False,False,True,0
15410,23,3,122,0,480624.81,0,3,False,False,True,0
15411,9,3,55,0,268306.1,0,3,False,False,True,1
15433,17,3,53,0,425563.47,0,3,False,False,True,0
15434,45,3,36,0,271274.63,0,3,False,False,True,0
15443,12,3,124,0,347682.68,0,3,False,False,True,1
15449,24,3,42,0,452946.26,0,3,False,False,True,0
15453,31,3,146,0,110165.61,0,3,False,False,True,1
15462,33,3,11,0,483000.36,0,3,False,False,True,0
15465,0,3,95,0,1559025.77,0,3,False,False,True,1
15491,34,3,155,0,1905154.5,0,3,False,False,True,0
15505,2,3,70,0,1327696.16,0,3,False,False,True,2
15527,28,3,104,0,302780.39999999997,0,3,False,False,True,1
15549,16,3,115,0,318444.13,0,3,False,False,True,0
15550,45,3,48,0,239403.44,0,3,False,False,True,0
15561,35,3,20,0,50832.99,0,3,False,False,True,0
15569,42,3,31,0,945816.5700000001,0,3,False,False,True,0
15572,48,3,131,0,460052.91,0,3,False,False,True,0
15587,28,3,7,0,1233466.56,0,3,False,False,True,1
15594,20,3,90,0,602074.8,0,3,False,False,True,0
15596,39,3,84,0,971463.09,0,3,False,False,True,0
15602,9,3,40,0,778640.24,0,3,False,False,True,1
15605,28,3,50,0,449554.69,0,3,False,False,True,0
15606,0,3,90,0,479045.98,0,3,False,False,True,2
15611,2,3,32,0,109009.18000000001,0,3,False,False,True,1
15618,25,3,28,0,237140.46,0,3,False,False,True,0
15624,55,3,34,0,282584.48,0,3,False,False,True,0
15625,39,3,68,0,970347.88,0,3,False,False,True,0
15628,4,3,117,0,1421973.1,0,3,False,False,True,2
15632,2,3,154,0,1201934.68,0,3,False,False,True,2
15641,44,3,119,0,980203.46,0,3,False,False,True,0
15660,24,3,75,0,855302.97,0,3,False,False,True,0
15669,42,3,32,0,62594.9,0,3,False,False,True,0
15671,33,3,67,0,1887426.83,0,3,False,False,True,0
15673,27,3,138,0,884620.83,0,3,False,False,True,0
15674,12,3,135,0,580044.29,0,3,False,False,True,0
15675,20,3,21,0,235873.86000000002,0,3,False,False,True,0
15687,4,3,130,0,819050.37,0,3,False,False,True,1
15694,5,3,55,0,1738158.82,0,3,False,False,True,1
15696,11,3,127,0,848208.02,0,3,False,False,True,1
15706,2,3,58,0,222369.63,0,3,False,False,True,2
15712,10,3,42,0,633558.63,0,3,False,False,True,0
15722,47,3,49,0,862699.27,0,3,False,False,True,0
15730,4,3,73,0,378274.38,0,3,False,False,True,0
15737,11,3,73,0,306291.77,0,3,False,False,True,1
15738,2,3,149,0,3069052.06,0,3,False,False,True,2
15745,2,3,37,0,207682.19,0,3,False,False,True,1
15755,13,3,130,0,735693.62,0,3,False,False,True,0
15768,54,3,28,0,196463.19999999998,0,3,False,False,True,0
15796,10,3,99,0,543008.13,0,3,False,False,True,0
15797,51,3,8,0,640935.16,0,3,False,False,True,0
15799,14,3,98,0,611163.43,0,3,False,False,True,0
15810,17,3,112,0,942196.25,0,3,False,False,True,0
15811,44,3,110,0,673526.0,0,3,False,False,True,0
15812,46,3,41,0,864564.5,0,3,False,False,True,0
15815,2,3,49,0,2112040.88,0,3,False,False,True,0
15827,12,3,134,0,238392.75,0,3,False,False,True,0
15838,3,3,143,0,1332139.7099999995,0,3,False,False,True,1
15841,2,3,50,0,520496.42,0,3,False,False,True,0
15845,25,3,113,0,2001399.23,0,3,False,False,True,0
15854,25,3,101,0,862003.3300000001,0,3,False,False,True,0
15858,16,3,129,0,626496.6,0,3,False,False,True,2
15860,14,3,129,0,186174.12,0,3,False,False,True,1
15862,50,3,100,0,332474.46,0,3,False,False,True,0
15864,5,3,20,0,112197.78,0,3,False,False,True,1
15874,2,3,137,0,2176551.48,0,3,False,False,True,0
15885,31,3,18,0,27825.53,0,3,False,False,True,0
15903,9,3,53,0,1226092.16,0,3,False,False,True,1
15906,7,3,125,0,287630.59,0,3,False,False,True,1
15916,16,3,80,0,401473.82,0,3,False,False,True,1
15932,27,3,99,0,1293864.09,0,3,False,False,True,0
15938,51,3,18,0,415968.1,0,3,False,False,True,0
15950,17,3,76,0,634588.99,0,3,False,False,True,1
15952,7,3,56,0,253661.77,0,3,False,False,True,1
15953,4,3,65,0,1024399.88,0,3,False,False,True,2
15955,4,3,125,0,1097253.0,0,3,False,False,True,2
15971,6,3,28,0,1310472.0,0,3,False,False,True,2
15974,34,3,150,0,1515758.24,0,3,False,False,True,0
15981,16,3,82,0,933593.78,0,3,False,False,True,0
15996,27,3,126,0,192767.04,0,3,False,False,True,0
16016,18,3,133,0,226269.11,0,3,False,False,True,1
16027,30,3,17,0,1666395.53,0,3,False,False,True,0
16040,4,3,65,0,890796.89,0,3,False,False,True,0
16042,46,3,30,0,23722.790000000005,0,3,False,False,True,1
16057,35,3,93,0,580823.13,0,3,False,False,True,0
16076,18,3,98,0,839233.41,0,3,False,False,True,2
16080,20,3,11,0,82816.62,0,3,False,False,True,0
16085,18,3,105,0,288475.52,0,3,False,False,True,1
16086,37,3,32,0,534020.09,0,3,False,False,True,1
16092,37,3,53,0,821754.28,0,3,False,False,True,0
16098,26,3,67,0,292055.0,0,3,False,False,True,0
16103,18,3,47,0,215072.64,0,3,False,False,True,0
16107,28,3,21,0,443835.84,0,3,False,False,True,1
16122,12,3,38,0,938459.72,0,3,False,False,True,0
16126,40,3,73,0,914743.6,0,3,False,False,True,0
16128,16,3,75,0,376665.22000000003,0,3,False,False,True,1
16131,54,3,54,0,2459679.4,0,3,False,False,True,0
16143,47,3,95,0,742709.89,0,3,False,False,True,0
16150,25,3,116,0,915528.39,0,3,False,False,True,1
16153,54,3,56,0,381064.42,0,3,False,False,True,0
16156,10,3,102,0,280528.0,0,3,False,False,True,1
16160,2,3,22,0,1443950.7399999998,0,3,False,False,True,0
16168,13,3,79,0,1058399.8,0,3,False,False,True,2
16170,51,3,104,0,1025005.62,0,3,False,False,True,0
16172,34,3,69,0,594955.77,0,3,False,False,True,0
16173,16,3,46,0,171249.72999999998,0,3,False,False,True,1
16175,33,3,58,0,865457.86,0,3,False,False,True,0
16184,2,3,46,0,1459350.6099999999,0,3,False,False,True,0
16191,26,3,59,0,669814.65,0,3,False,False,True,1
16209,27,3,46,0,1083161.56,0,3,False,False,True,0
16218,53,3,78,0,2014236.15,0,3,False,False,True,0
16233,9,3,25,0,105991.25,0,3,False,False,True,0
16235,20,3,39,0,234203.25999999998,0,3,False,False,True,1
16242,5,3,154,0,631245.14,0,3,False,False,True,1
16245,2,3,54,0,292390.43,0,3,False,False,True,1
16249,51,3,49,0,679195.4299999999,0,3,False,False,True,0
16261,14,3,96,0,241951.13999999998,0,3,False,False,True,0
16266,12,3,61,0,324081.74,0,3,False,False,True,0
16279,25,3,64,0,394423.67,0,3,False,False,True,0
16283,7,3,149,0,570145.6900000001,0,3,False,False,True,0
16293,24,3,81,0,401368.93,0,3,False,False,True,1
16303,39,3,134,0,1771296.09,0,3,False,False,True,0
16308,46,3,3,0,1849950.0,0,3,False,False,True,0
16309,30,3,44,0,290367.16000000003,0,3,False,False,True,0
16316,3,3,156,0,844675.17,0,3,False,False,True,0
16321,11,3,16,0,123620.64000000001,0,3,False,False,True,0
16332,0,3,114,0,385192.82,0,3,False,False,True,2
16341,18,3,70,0,874227.73,0,3,False,False,True,0
16342,14,3,15,0,131725.23,0,3,False,False,True,0
16350,3,3,56,0,504238.93,0,3,False,False,True,1
16353,7,3,73,0,948820.15,0,3,False,False,True,1
16358,2,3,75,0,732210.49,0,3,False,False,True,0
16359,4,3,60,0,1244715.46,0,3,False,False,True,0
16362,4,3,48,0,109116.59,0,3,False,False,True,2
16389,10,3,24,0,291514.39999999997,0,3,False,False,True,2
16394,2,3,86,0,1127031.96,0,3,False,False,True,2
16395,17,3,153,0,741105.52,0,3,False,False,True,2
16401,4,3,136,0,2434293.33,0,3,False,False,True,2
16407,13,3,147,0,1213512.57,0,3,False,False,True,0
16419,51,3,51,0,558644.7999999999,0,3,False,False,True,0
16434,35,3,54,0,435537.12,0,3,False,False,True,1
16444,34,3,72,0,269018.65,0,3,False,False,True,1
16455,2,3,99,0,883552.2000000001,0,3,False,False,True,0
16456,38,3,110,0,1449862.16,0,3,False,False,True,0
16458,11,3,153,0,2351667.82,0,3,False,False,True,2
16462,2,3,4,0,537.5999999999999,0,3,False,False,True,0
16466,42,3,90,0,514516.76,0,3,False,False,True,1
16470,54,3,96,0,196922.6,0,3,False,False,True,0
16475,27,3,28,0,292339.92,0,3,False,False,True,0
16477,2,3,146,0,1555415.93,0,3,False,False,True,0
16488,53,3,24,0,191394.32,0,3,False,False,True,0
16493,11,3,62,0,1211860.51,0,3,False,False,True,0
16503,45,3,86,0,455119.7,0,3,False,False,True,0
16515,30,3,94,0,629533.54,0,3,False,False,True,1
16518,0,3,42,0,179883.75,0,3,False,False,True,0
16531,13,3,57,0,376353.56,0,3,False,False,True,1
16551,34,3,32,0,311485.32,0,3,False,False,True,0
16573,12,3,46,0,181135.48,0,3,False,False,True,0
16584,19,3,31,0,484525.17,0,3,False,False,True,0
16589,10,3,33,0,242995.14,0,3,False,False,True,0
16600,13,3,28,0,475692.82,0,3,False,False,True,1
16607,12,3,133,0,1065943.33,0,3,False,False,True,2
16626,7,3,132,0,2008950.28,0,3,False,False,True,1
16628,45,3,89,0,798359.29,0,3,False,False,True,0
16633,17,3,79,0,672735.55,0,3,False,False,True,1
16638,37,3,87,0,533228.64,0,3,False,False,True,0
16652,39,3,84,0,1638883.18,0,3,False,False,True,1
16668,55,3,17,0,147765.3,0,3,False,False,True,0
16672,11,3,107,0,256354.2,0,3,False,False,True,1
16678,37,3,116,0,622466.81,0,3,False,False,True,0
16681,11,3,44,0,348961.09,0,3,False,False,True,0
16682,31,3,20,0,416543.46,0,3,False,False,True,1
16709,23,3,79,0,1102352.41,0,3,False,False,True,0
16717,34,3,124,0,454317.4,0,3,False,False,True,0
16735,17,3,119,0,1910657.95,0,3,False,False,True,0
16744,14,3,123,0,206579.19,0,3,False,False,True,1
16750,12,3,64,0,149880.01,0,3,False,False,True,1
16774,6,3,49,0,166682.18,0,3,False,False,True,0
16775,10,3,121,0,311626.27999999997,0,3,False,False,True,2
16806,42,3,93,0,539961.1799999999,0,3,False,False,True,0
16809,0,3,113,0,347651.97,0,3,False,False,True,1
16816,42,3,28,0,131187.96,0,3,False,False,True,0
16841,46,3,100,0,1096370.91,0,3,False,False,True,0
16842,2,3,64,0,741070.2999999999,0,3,False,False,True,0
16859,45,3,72,0,407593.48,0,3,False,False,True,0
16871,28,3,122,0,921607.4,0,3,False,False,True,0
16872,16,3,7,0,285191.13,0,3,False,False,True,0
16875,2,3,123,0,906606.98,0,3,False,False,True,0
16880,38,3,138,0,428651.76,0,3,False,False,True,0
16882,5,3,39,0,244495.85,0,3,False,False,True,0
16891,34,3,120,0,122202.4,0,3,False,False,True,0
16899,28,3,78,0,241818.88999999998,0,3,False,False,True,0
16906,20,3,86,0,150526.63999999998,0,3,False,False,True,0
16912,6,3,96,0,485130.29,0,3,False,False,True,1
16918,2,3,128,0,639235.7,0,3,False,False,True,2
16927,54,3,6,0,333359.72,0,3,False,False,True,0
16929,10,3,33,0,481948.92,0,3,False,False,True,1
16983,35,3,105,0,415361.87,0,3,False,False,True,0
16985,27,3,86,0,3123426.5999999996,0,3,False,False,True,0
16989,2,3,10,0,164016.99,0,3,False,False,True,1
16992,37,3,62,0,575004.73,0,3,False,False,True,0
16996,46,3,30,0,793040.9799999999,0,3,False,False,True,0
17001,30,3,122,0,1233885.51,0,3,False,False,True,1
17002,11,3,50,0,670445.34,0,3,False,False,True,0
17027,17,3,150,0,251111.64,0,3,False,False,True,0
17033,25,3,28,0,1232003.02,0,3,False,False,True,0
17045,51,3,22,0,115694.37,0,3,False,False,True,0
17048,54,3,48,0,421935.97,0,3,False,False,True,0
17058,20,3,62,0,727394.12,0,3,False,False,True,0
17061,12,3,101,0,1168989.48,0,3,False,False,True,0
