CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
12597,142.0,122,2,78,0,540304.04,0,2,Low-Value
12599,97.0,65,2,48,0,737898.22,0,2,Low-Value
12601,499.0,128,2,29,0,142574.29,0,2,Low-Value
12613,140.0,136,2,74,0,416527.96,0,2,Low-Value
12633,71.0,68,2,88,0,874833.59,0,2,Low-Value
12643,499.0,67,2,24,0,1701438.68,0,2,Low-Value
12644,499.0,68,2,31,0,87064.83,0,2,Low-Value
12648,499.0,93,2,21,0,155472.15,0,2,Low-Value
12653,499.0,87,2,43,0,188457.5,0,2,Low-Value
12654,160.0,136,2,22,0,152742.7,0,2,Low-Value
12669,499.0,89,2,102,0,635263.3,0,2,Low-Value
12689,101.0,66,2,34,0,146708.91,0,2,Low-Value
12691,86.0,84,2,21,0,339823.38,0,2,Low-Value
12693,499.0,59,2,41,0,134662.62,0,2,Low-Value
12716,129.0,72,2,45,0,384504.35,0,2,Low-Value
12717,499.0,90,2,56,0,226738.76,0,2,Low-Value
12732,499.0,118,2,12,0,92968.82,0,2,Low-Value
12743,499.0,73,2,131,0,198198.78,0,2,Low-Value
12750,499.0,67,2,15,0,26790.08,0,2,Low-Value
12759,119.0,110,2,66,0,400596.68,0,2,Low-Value
12763,499.0,77,2,18,0,355817.56,0,2,Low-Value
12775,172.0,128,2,53,0,919686.23,0,2,Low-Value
12779,152.0,128,2,111,0,2459159.58,0,2,Low-Value
12782,144.0,88,2,93,0,1026319.59,0,2,Low-Value
12790,499.0,131,2,21,0,37167.44,0,2,Low-Value
12798,126.0,109,2,6,0,1562494.0799999998,0,2,Low-Value
12802,499.0,122,2,26,0,220485.62,0,2,Low-Value
12808,147.0,123,2,16,0,156291.42,0,2,Low-Value
12809,499.0,107,2,26,0,35323.42,0,2,Low-Value
12815,499.0,86,2,47,0,216126.66999999998,0,2,Low-Value
12818,499.0,117,2,16,0,453608.81,0,2,Low-Value
12833,499.0,84,2,24,0,208104.3,0,2,Low-Value
12836,77.0,76,2,125,0,1040603.6,0,2,Low-Value
12837,499.0,112,2,12,0,18113.47,0,2,Low-Value
12840,499.0,82,2,116,0,1496714.1199999999,0,2,Low-Value
12844,101.0,69,2,28,0,65419.189999999995,0,2,Low-Value
12863,146.0,137,2,1,0,-3208.12,0,2,Low-Value
12864,499.0,77,2,3,0,103017.84,0,2,Low-Value
12865,97.0,62,2,59,0,272769.0,0,2,Low-Value
12868,499.0,124,2,107,0,978401.3099999999,0,2,Low-Value
12875,499.0,82,2,2,0,966858.72,0,2,Low-Value
12876,138.0,135,2,34,0,639477.52,0,2,Low-Value
12891,499.0,124,2,3,0,1145300.0,0,2,Low-Value
12904,154.0,111,2,32,0,109856.04000000001,0,2,Low-Value
12908,117.0,115,2,3,0,377994.0,0,2,Low-Value
12915,499.0,87,2,22,0,85451.19,0,2,Low-Value
12916,499.0,77,2,105,0,1527212.27,0,2,Low-Value
12917,499.0,66,2,2,0,136620.0,0,2,Low-Value
12922,499.0,100,2,28,0,370084.38,0,2,Low-Value
12928,102.0,86,2,54,0,677765.1799999999,0,2,Low-Value
12929,499.0,61,2,9,0,4843.53,0,2,Low-Value
12933,147.0,110,2,50,0,174244.04,0,2,Low-Value
12942,499.0,70,2,70,0,217817.94999999998,0,2,Low-Value
12947,499.0,82,2,103,0,883259.89,0,2,Low-Value
12951,154.0,102,2,47,0,250251.93,0,2,Low-Value
12974,499.0,136,2,8,0,28696.690000000002,0,2,Low-Value
12977,499.0,94,2,9,0,3159.27,0,2,Low-Value
12980,499.0,94,2,22,0,3074329.72,0,2,Low-Value
12981,103.0,72,2,11,0,33133.8,0,2,Low-Value
12990,153.0,124,2,7,0,234962.8,0,2,Low-Value
12993,97.0,59,2,24,0,205526.6,0,2,Low-Value
12999,499.0,135,2,28,0,114726.0,0,2,Low-Value
13005,499.0,112,2,29,0,91819.82,0,2,Low-Value
13015,143.0,135,2,88,0,783438.06,0,2,Low-Value
13029,107.0,77,2,7,0,20894.02,0,2,Low-Value
13037,499.0,77,2,48,0,369645.52,0,2,Low-Value
13058,93.0,90,2,3,0,3017.8500000000004,0,2,Low-Value
13062,499.0,130,2,11,0,638613.2,0,2,Low-Value
13070,499.0,131,2,9,0,173353.0,0,2,Low-Value
13075,499.0,68,2,22,0,185502.91,0,2,Low-Value
13080,499.0,118,2,6,0,98758.92,0,2,Low-Value
13082,499.0,65,2,75,0,3048261.34,0,2,Low-Value
13085,499.0,96,2,29,0,165511.32,0,2,Low-Value
13106,499.0,67,2,2,0,643.86,0,2,Low-Value
13109,74.0,73,2,25,0,334122.78,0,2,Low-Value
13110,83.0,76,2,105,0,332443.48,0,2,Low-Value
13117,100.0,60,2,66,0,541011.87,0,2,Low-Value
13154,499.0,83,2,1,0,-648.28,0,2,Low-Value
13157,91.0,80,2,45,0,445350.07,0,2,Low-Value
13162,499.0,61,2,81,0,1247476.68,0,2,Low-Value
13168,162.0,138,2,109,0,518554.82,0,2,Low-Value
13194,499.0,74,2,3,0,738.9399999999999,0,2,Low-Value
13203,81.0,59,2,20,0,145468.67,0,2,Low-Value
13207,135.0,89,2,5,0,48971.16,0,2,Low-Value
13208,96.0,94,2,111,0,479006.7,0,2,Low-Value
13213,71.0,67,2,53,0,353326.14,0,2,Low-Value
13217,499.0,61,2,7,0,43781.04,0,2,Low-Value
13218,499.0,65,2,4,0,46267.64,0,2,Low-Value
13224,91.0,90,2,42,0,710545.01,0,2,Low-Value
13225,82.0,81,2,23,0,2746302.2,0,2,Low-Value
13238,140.0,102,2,16,0,127227.20999999999,0,2,Low-Value
13246,158.0,115,2,112,0,1960215.91,0,2,Low-Value
13248,499.0,63,2,26,0,122566.72,0,2,Low-Value
13253,499.0,95,2,36,0,668706.56,0,2,Low-Value
13280,499.0,61,2,82,0,528865.69,0,2,Low-Value
13283,125.0,124,2,2,0,58659.799999999996,0,2,Low-Value
13285,137.0,100,2,137,0,1143389.74,0,2,Low-Value
13291,499.0,94,2,42,0,371646.66,0,2,Low-Value
13294,499.0,128,2,54,0,284004.58999999997,0,2,Low-Value
13296,499.0,76,2,5,0,35327.8,0,2,Low-Value
13300,499.0,103,2,22,0,64765.07,0,2,Low-Value
13302,499.0,93,2,1,0,4245.0,0,2,Low-Value
13308,138.0,129,2,29,0,452344.87,0,2,Low-Value
13310,172.0,138,2,56,0,553812.51,0,2,Low-Value
13311,145.0,89,2,24,0,132082.93,0,2,Low-Value
13313,105.0,79,2,47,0,403478.62,0,2,Low-Value
13338,499.0,93,2,24,0,240459.75999999998,0,2,Low-Value
13343,499.0,111,2,22,0,69976.70999999999,0,2,Low-Value
13355,499.0,61,2,32,0,177734.44,0,2,Low-Value
13373,97.0,97,2,106,0,544312.24,0,2,Low-Value
13388,499.0,60,2,36,0,423283.85,0,2,Low-Value
13395,499.0,124,2,21,0,155922.26,0,2,Low-Value
13398,499.0,131,2,26,0,254914.42,0,2,Low-Value
13402,499.0,66,2,39,0,252722.29,0,2,Low-Value
13414,499.0,72,2,24,0,840069.77,0,2,Low-Value
13420,499.0,73,2,10,0,137031.19999999998,0,2,Low-Value
13427,101.0,59,2,23,0,245757.27,0,2,Low-Value
13453,499.0,104,2,17,0,40876.86,0,2,Low-Value
13461,99.0,77,2,17,0,958884.58,0,2,Low-Value
13462,499.0,121,2,10,0,20801.74,0,2,Low-Value
13475,499.0,130,2,86,0,1400264.76,0,2,Low-Value
13476,499.0,117,2,61,0,405461.21,0,2,Low-Value
13477,80.0,77,2,51,0,467113.42,0,2,Low-Value
13479,499.0,136,2,16,0,58790.85,0,2,Low-Value
13491,95.0,86,2,76,0,758405.86,0,2,Low-Value
13492,499.0,75,2,50,0,325108.76,0,2,Low-Value
13500,86.0,61,2,20,0,145129.31,0,2,Low-Value
13513,499.0,65,2,10,0,101781.50000000001,0,2,Low-Value
13520,69.0,67,2,74,0,640166.16,0,2,Low-Value
13523,130.0,115,2,107,0,748278.96,0,2,Low-Value
13533,499.0,121,2,75,0,374981.91,0,2,Low-Value
13564,499.0,83,2,83,0,862861.9,0,2,Low-Value
13568,499.0,112,2,43,0,45994.62,0,2,Low-Value
13583,499.0,94,2,53,0,537533.03,0,2,Low-Value
13589,164.0,118,2,9,0,8985.16,0,2,Low-Value
13590,89.0,79,2,53,0,1361646.0699999998,0,2,Low-Value
13618,499.0,112,2,13,0,132032.46,0,2,Low-Value
13632,130.0,112,2,85,0,390050.76,0,2,Low-Value
13636,85.0,61,2,42,0,373842.99,0,2,Low-Value
13637,135.0,126,2,91,0,362102.49,0,2,Low-Value
13645,499.0,59,2,5,0,4931.54,0,2,Low-Value
13654,102.0,84,2,109,0,856395.05,0,2,Low-Value
13656,499.0,103,2,49,0,471882.23,0,2,Low-Value
13659,499.0,135,2,107,0,528366.46,0,2,Low-Value
13663,499.0,118,2,13,0,20349.870000000003,0,2,Low-Value
13667,499.0,88,2,83,0,133808.11,0,2,Low-Value
13669,98.0,88,2,3,0,296.13,0,2,Low-Value
13675,499.0,90,2,25,0,372739.52,0,2,Low-Value
13678,499.0,90,2,16,0,314035.83999999997,0,2,Low-Value
13682,499.0,126,2,3,0,6665.9400000000005,0,2,Low-Value
13686,499.0,121,2,8,0,61597.95,0,2,Low-Value
13699,499.0,93,2,14,0,94562.3,0,2,Low-Value
13705,137.0,83,2,21,0,427526.51,0,2,Low-Value
13717,72.0,67,2,71,0,804882.41,0,2,Low-Value
13722,499.0,59,2,86,0,1326672.22,0,2,Low-Value
13730,499.0,74,2,43,0,416219.61,0,2,Low-Value
13735,132.0,114,2,109,0,403805.44,0,2,Low-Value
13737,499.0,138,2,30,0,49853.91,0,2,Low-Value
13745,499.0,90,2,26,0,415774.38,0,2,Low-Value
13750,86.0,79,2,19,0,1172213.34,0,2,Low-Value
13752,499.0,63,2,75,0,1050703.82,0,2,Low-Value
13754,499.0,90,2,12,0,152164.80000000002,0,2,Low-Value
13761,129.0,118,2,32,0,124465.75000000001,0,2,Low-Value
13780,163.0,109,2,9,0,248952.43,0,2,Low-Value
13791,84.0,66,2,11,0,2084238.0,0,2,Low-Value
13805,76.0,68,2,6,0,388240.72000000003,0,2,Low-Value
13811,499.0,122,2,14,0,32103.48,0,2,Low-Value
13815,125.0,87,2,137,0,2235438.88,0,2,Low-Value
13821,499.0,83,2,59,0,83268.56,0,2,Low-Value
13824,103.0,74,2,36,0,510983.74,0,2,Low-Value
13826,499.0,96,2,12,0,141782.36000000002,0,2,Low-Value
13827,76.0,72,2,61,0,76738.23,0,2,Low-Value
13833,499.0,98,2,28,0,75841.88,0,2,Low-Value
13835,102.0,94,2,34,0,159990.14,0,2,Low-Value
13849,119.0,109,2,38,0,179514.7,0,2,Low-Value
13856,499.0,107,2,17,0,618956.96,0,2,Low-Value
13865,78.0,75,2,23,0,159713.38999999998,0,2,Low-Value
13875,80.0,72,2,81,0,1124675.61,0,2,Low-Value
13885,499.0,128,2,28,0,140292.38,0,2,Low-Value
13900,499.0,121,2,43,0,429108.67,0,2,Low-Value
13911,87.0,83,2,144,0,1372373.36,0,2,Low-Value
13917,141.0,130,2,5,0,7780.76,0,2,Low-Value
13919,62.0,60,2,16,0,212105.2,0,2,Low-Value
13929,499.0,108,2,10,0,148899.73,0,2,Low-Value
13930,78.0,75,2,10,0,155267.46,0,2,Low-Value
13936,499.0,109,2,27,0,150199.12,0,2,Low-Value
13937,499.0,107,2,9,0,80328.48000000001,0,2,Low-Value
13951,499.0,114,2,39,0,338892.24,0,2,Low-Value
13955,499.0,92,2,33,0,118237.19,0,2,Low-Value
13956,83.0,77,2,108,0,480317.35,0,2,Low-Value
13967,499.0,84,2,2,0,7331.64,0,2,Low-Value
13982,124.0,102,2,77,0,967939.5700000001,0,2,Low-Value
13984,99.0,65,2,13,0,404313.24,0,2,Low-Value
14001,125.0,109,2,25,0,941559.5,0,2,Low-Value
14002,499.0,73,2,47,0,564534.42,0,2,Low-Value
14009,499.0,137,2,44,0,290169.97,0,2,Low-Value
14021,499.0,94,2,22,0,58673.26,0,2,Low-Value
14024,499.0,60,2,16,0,124834.12,0,2,Low-Value
14034,135.0,96,2,28,0,164130.88999999998,0,2,Low-Value
14037,499.0,115,2,28,0,99193.14,0,2,Low-Value
14053,499.0,63,2,4,0,265717.85,0,2,Low-Value
14076,499.0,68,2,44,0,69298.36,0,2,Low-Value
14079,499.0,63,2,12,0,306373.26,0,2,Low-Value
14083,118.0,65,2,98,0,295808.2,0,2,Low-Value
14100,499.0,76,2,25,0,61511.090000000004,0,2,Low-Value
14104,499.0,93,2,21,0,23700.81,0,2,Low-Value
14117,499.0,82,2,3,0,67787.51999999999,0,2,Low-Value
14127,499.0,61,2,44,0,262521.47,0,2,Low-Value
14133,499.0,68,2,30,0,196223.84,0,2,Low-Value
14143,499.0,72,2,7,0,31609.28,0,2,Low-Value
14145,86.0,72,2,9,0,682726.9199999999,0,2,Low-Value
14162,499.0,112,2,25,0,40583.83,0,2,Low-Value
14167,125.0,103,2,39,0,65030.83,0,2,Low-Value
14209,110.0,60,2,82,0,715349.37,0,2,Low-Value
14214,105.0,95,2,60,0,491967.78,0,2,Low-Value
14222,499.0,115,2,41,0,592510.91,0,2,Low-Value
14231,499.0,118,2,54,0,275200.04,0,2,Low-Value
14241,499.0,122,2,10,0,192002.56,0,2,Low-Value
14245,499.0,115,2,112,0,633511.36,0,2,Low-Value
14259,499.0,80,2,5,0,65320.98,0,2,Low-Value
14264,499.0,93,2,19,0,11035.01,0,2,Low-Value
14267,499.0,89,2,66,0,213266.34,0,2,Low-Value
14273,84.0,75,2,23,0,193706.81,0,2,Low-Value
14280,499.0,135,2,8,0,13139.48,0,2,Low-Value
14287,174.0,121,2,6,0,56221.56,0,2,Low-Value
14289,126.0,73,2,42,0,206267.64,0,2,Low-Value
14293,143.0,86,2,40,0,385928.67,0,2,Low-Value
14315,84.0,68,2,68,0,634963.39,0,2,Low-Value
14327,499.0,102,2,12,0,104363.57,0,2,Low-Value
14331,499.0,63,2,28,0,192227.74,0,2,Low-Value
14336,181.0,137,2,59,0,928386.36,0,2,Low-Value
14338,499.0,97,2,34,0,242595.66,0,2,Low-Value
14341,85.0,69,2,67,0,409373.78,0,2,Low-Value
14342,106.0,76,2,14,0,322528.7099999999,0,2,Low-Value
14344,499.0,66,2,71,0,314120.84,0,2,Low-Value
14346,499.0,59,2,60,0,424635.78,0,2,Low-Value
14351,499.0,103,2,1,0,167.88,0,2,Low-Value
14352,499.0,96,2,47,0,636906.76,0,2,Low-Value
14375,499.0,124,2,66,0,110580.3,0,2,Low-Value
14377,499.0,130,2,11,0,265894.31,0,2,Low-Value
14390,87.0,83,2,145,0,703263.19,0,2,Low-Value
14400,499.0,79,2,26,0,211241.08000000002,0,2,Low-Value
14403,499.0,69,2,26,0,77122.61,0,2,Low-Value
14437,499.0,82,2,6,0,39722.719999999994,0,2,Low-Value
14442,196.0,136,2,67,0,366263.14,0,2,Low-Value
14443,84.0,77,2,70,0,631781.99,0,2,Low-Value
14447,145.0,135,2,39,0,244145.62,0,2,Low-Value
14450,499.0,119,2,39,0,137242.53,0,2,Low-Value
14451,134.0,133,2,52,0,292656.18,0,2,Low-Value
14453,499.0,129,2,22,0,23733.65,0,2,Low-Value
14459,499.0,94,2,37,0,340780.44,0,2,Low-Value
14477,132.0,123,2,3,0,143799.0,0,2,Low-Value
14481,499.0,103,2,30,0,249638.06,0,2,Low-Value
14483,499.0,88,2,10,0,74000.53,0,2,Low-Value
14491,499.0,114,2,17,0,83446.08,0,2,Low-Value
14493,108.0,93,2,29,0,219153.54,0,2,Low-Value
14495,70.0,60,2,2,0,10709.4,0,2,Low-Value
14499,107.0,72,2,86,0,249365.0,0,2,Low-Value
14512,499.0,126,2,23,0,152822.82,0,2,Low-Value
14517,108.0,80,2,14,0,47452.04,0,2,Low-Value
14541,109.0,107,2,102,0,492839.41,0,2,Low-Value
14542,499.0,124,2,5,0,698.61,0,2,Low-Value
14548,499.0,89,2,4,0,779899.52,0,2,Low-Value
14552,499.0,90,2,57,0,70108.27,0,2,Low-Value
14567,73.0,69,2,13,0,191208.96000000002,0,2,Low-Value
14577,151.0,102,2,90,0,360191.85,0,2,Low-Value
14584,499.0,107,2,99,0,481988.62,0,2,Low-Value
14593,177.0,137,2,64,0,60111.18,0,2,Low-Value
14597,180.0,130,2,3,0,54989.119999999995,0,2,Low-Value
14621,96.0,65,2,51,0,222420.81,0,2,Low-Value
14622,499.0,123,2,21,0,195380.05,0,2,Low-Value
14625,499.0,124,2,57,0,250078.85,0,2,Low-Value
14639,68.0,59,2,118,0,1061510.58,0,2,Low-Value
14640,68.0,66,2,76,0,362414.36,0,2,Low-Value
14643,499.0,109,2,34,0,357382.21,0,2,Low-Value
14645,499.0,95,2,30,0,354893.25,0,2,Low-Value
14656,499.0,108,2,80,0,97945.17,0,2,Low-Value
14657,137.0,93,2,94,0,185580.9,0,2,Low-Value
14682,499.0,126,2,2,0,59999.200000000004,0,2,Low-Value
14690,107.0,90,2,32,0,203217.36,0,2,Low-Value
14692,499.0,76,2,69,0,255204.09999999998,0,2,Low-Value
14700,157.0,128,2,76,0,1175193.26,0,2,Low-Value
14705,499.0,137,2,1,0,84999.0,0,2,Low-Value
14708,151.0,93,2,15,0,178861.24,0,2,Low-Value
14716,105.0,87,2,22,0,102835.65000000001,0,2,Low-Value
14719,118.0,118,2,77,0,245072.18,0,2,Low-Value
14722,499.0,86,2,28,0,82817.71,0,2,Low-Value
14737,125.0,67,2,15,0,328703.86,0,2,Low-Value
14740,499.0,130,2,92,0,347282.02,0,2,Low-Value
14748,94.0,62,2,77,0,612553.25,0,2,Low-Value
14758,499.0,83,2,71,0,277916.09,0,2,Low-Value
14775,79.0,76,2,40,0,604516.26,0,2,Low-Value
14778,499.0,66,2,35,0,75760.84,0,2,Low-Value
14795,499.0,105,2,6,0,17134.32,0,2,Low-Value
14798,91.0,83,2,8,0,141391.26,0,2,Low-Value
14803,499.0,101,2,44,0,174991.66,0,2,Low-Value
14816,499.0,136,2,4,0,352.78,0,2,Low-Value
14823,499.0,119,2,70,0,76204.46,0,2,Low-Value
14828,499.0,135,2,17,0,1819485.44,0,2,Low-Value
14829,155.0,123,2,37,0,130397.7,0,2,Low-Value
14841,119.0,118,2,106,0,821129.53,0,2,Low-Value
14847,499.0,87,2,13,0,120903.01999999999,0,2,Low-Value
14857,69.0,67,2,30,0,37891.61,0,2,Low-Value
14862,122.0,87,2,21,0,126247.74,0,2,Low-Value
14867,499.0,124,2,37,0,554930.28,0,2,Low-Value
14871,175.0,117,2,58,0,132250.19,0,2,Low-Value
14885,499.0,70,2,15,0,644660.56,0,2,Low-Value
14891,499.0,86,2,33,0,332913.59,0,2,Low-Value
14898,111.0,73,2,70,0,1049635.07,0,2,Low-Value
14905,499.0,93,2,18,0,461850.7,0,2,Low-Value
14913,147.0,122,2,62,0,1018685.05,0,2,Low-Value
14958,499.0,86,2,41,0,46143.65,0,2,Low-Value
14960,162.0,110,2,2,0,25577.9,0,2,Low-Value
14963,125.0,122,2,38,0,90677.84,0,2,Low-Value
14972,499.0,67,2,18,0,30940.27,0,2,Low-Value
14984,161.0,119,2,16,0,4021.7200000000003,0,2,Low-Value
14985,499.0,137,2,83,0,156330.5,0,2,Low-Value
14998,499.0,108,2,74,0,193326.83,0,2,Low-Value
15004,499.0,86,2,154,0,263309.72000000003,0,2,Low-Value
15007,499.0,98,2,12,0,34729.73,0,2,Low-Value
15014,133.0,114,2,3,0,1537.33,0,2,Low-Value
15016,499.0,111,2,20,0,30683.5,0,2,Low-Value
15027,137.0,107,2,33,0,800661.1000000001,0,2,Low-Value
15041,499.0,109,2,66,0,46021.41,0,2,Low-Value
15042,499.0,137,2,5,0,30466.449999999997,0,2,Low-Value
15045,499.0,90,2,13,0,111854.72,0,2,Low-Value
15051,100.0,89,2,34,0,438958.77999999997,0,2,Low-Value
15053,151.0,95,2,40,0,281667.18,0,2,Low-Value
15065,126.0,103,2,141,0,750712.82,0,2,Low-Value
15069,499.0,118,2,70,0,126193.68,0,2,Low-Value
15073,175.0,124,2,66,0,22748.04,0,2,Low-Value
15076,499.0,111,2,49,0,681222.48,0,2,Low-Value
15098,499.0,121,2,5,0,1172.57,0,2,Low-Value
15104,499.0,105,2,69,0,321627.19,0,2,Low-Value
15108,499.0,80,2,61,0,190877.63,0,2,Low-Value
15110,76.0,60,2,21,0,128797.69,0,2,Low-Value
15116,77.0,73,2,23,0,364178.03,0,2,Low-Value
15117,70.0,59,2,35,0,572862.13,0,2,Low-Value
15118,499.0,73,2,1,0,3061411.2,0,2,Low-Value
15120,499.0,68,2,22,0,188451.94,0,2,Low-Value
15124,169.0,130,2,9,0,19696.0,0,2,Low-Value
15128,66.0,65,2,89,0,752834.9400000001,0,2,Low-Value
15130,499.0,108,2,22,0,140373.3,0,2,Low-Value
15133,499.0,66,2,24,0,348364.3,0,2,Low-Value
15146,499.0,103,2,95,0,615941.29,0,2,Low-Value
15149,499.0,72,2,23,0,124138.5,0,2,Low-Value
15157,119.0,62,2,97,0,958154.24,0,2,Low-Value
15163,173.0,131,2,10,0,37194.490000000005,0,2,Low-Value
15182,499.0,93,2,28,0,434317.26,0,2,Low-Value
15184,161.0,129,2,20,0,67902.04,0,2,Low-Value
15186,154.0,107,2,10,0,146108.36000000002,0,2,Low-Value
15219,499.0,114,2,9,0,8918.16,0,2,Low-Value
15245,499.0,72,2,89,0,1222715.51,0,2,Low-Value
15247,499.0,61,2,6,0,263778.32,0,2,Low-Value
15252,146.0,122,2,13,0,39083.909999999996,0,2,Low-Value
15254,499.0,66,2,18,0,129985.39,0,2,Low-Value
15256,499.0,87,2,6,0,115509.76000000001,0,2,Low-Value
15258,499.0,107,2,34,0,83370.15,0,2,Low-Value
15261,499.0,74,2,19,0,94754.0,0,2,Low-Value
15265,499.0,90,2,82,0,775551.45,0,2,Low-Value
15267,96.0,94,2,7,0,596951.28,0,2,Low-Value
15280,499.0,110,2,16,0,130599.32,0,2,Low-Value
15281,77.0,75,2,141,0,726397.16,0,2,Low-Value
15288,112.0,94,2,79,0,101117.34,0,2,Low-Value
15289,106.0,74,2,49,0,986347.2000000001,0,2,Low-Value
15314,499.0,138,2,24,0,141533.39,0,2,Low-Value
15329,95.0,73,2,45,0,286123.3,0,2,Low-Value
15334,499.0,95,2,98,0,286556.67,0,2,Low-Value
15349,499.0,97,2,70,0,252578.07,0,2,Low-Value
15369,499.0,83,2,1,0,-648.28,0,2,Low-Value
15372,499.0,75,2,27,0,2112498.08,0,2,Low-Value
15374,499.0,67,2,3,0,101701.86,0,2,Low-Value
15384,499.0,108,2,43,0,434689.56,0,2,Low-Value
15386,499.0,125,2,31,0,209563.96000000002,0,2,Low-Value
15389,499.0,111,2,1,0,166000.0,0,2,Low-Value
15402,499.0,87,2,42,0,561906.9199999999,0,2,Low-Value
15405,499.0,128,2,8,0,273088.11,0,2,Low-Value
15407,150.0,122,2,62,0,119318.16,0,2,Low-Value
15412,499.0,110,2,10,0,72083.0,0,2,Low-Value
15438,499.0,70,2,25,0,40810.950000000004,0,2,Low-Value
15440,81.0,75,2,32,0,92556.97,0,2,Low-Value
15467,135.0,84,2,39,0,132037.18,0,2,Low-Value
15482,109.0,104,2,21,0,1004941.01,0,2,Low-Value
15483,499.0,100,2,83,0,137971.06,0,2,Low-Value
15494,99.0,60,2,87,0,594984.5800000001,0,2,Low-Value
15506,93.0,77,2,52,0,85827.23,0,2,Low-Value
15507,499.0,110,2,45,0,163871.96,0,2,Low-Value
15508,499.0,128,2,92,0,293975.48,0,2,Low-Value
15512,499.0,94,2,7,0,40758.380000000005,0,2,Low-Value
15530,128.0,88,2,92,0,275429.39,0,2,Low-Value
15535,499.0,112,2,75,0,116874.47,0,2,Low-Value
15537,499.0,102,2,24,0,15141.63,0,2,Low-Value
15574,499.0,116,2,152,0,253350.22,0,2,Low-Value
15577,499.0,89,2,39,0,76742.36,0,2,Low-Value
15578,499.0,101,2,13,0,9077.47,0,2,Low-Value
15581,499.0,59,2,147,0,288339.06,0,2,Low-Value
15585,499.0,115,2,31,0,233639.6,0,2,Low-Value
15608,60.0,59,2,18,0,35199.6,0,2,Low-Value
15609,499.0,121,2,18,0,175344.53,0,2,Low-Value
15623,499.0,79,2,19,0,48858.21,0,2,Low-Value
15630,154.0,138,2,22,0,170518.38,0,2,Low-Value
15639,499.0,73,2,25,0,238167.83,0,2,Low-Value
15643,499.0,117,2,36,0,104591.2,0,2,Low-Value
15646,499.0,96,2,36,0,245942.95,0,2,Low-Value
15656,133.0,117,2,35,0,152743.98,0,2,Low-Value
15658,499.0,129,2,56,0,116746.79,0,2,Low-Value
15665,499.0,107,2,115,0,2066778.6,0,2,Low-Value
15679,124.0,93,2,22,0,168755.7,0,2,Low-Value
15681,155.0,121,2,32,0,138501.7,0,2,Low-Value
15700,499.0,110,2,89,0,317249.88,0,2,Low-Value
15704,499.0,79,2,117,0,1309150.25,0,2,Low-Value
15713,499.0,82,2,20,0,203793.16,0,2,Low-Value
15716,499.0,84,2,117,0,655915.1699999999,0,2,Low-Value
15729,499.0,136,2,6,0,1561.96,0,2,Low-Value
15746,499.0,73,2,29,0,61185.579999999994,0,2,Low-Value
15747,107.0,59,2,43,0,146476.91,0,2,Low-Value
15776,499.0,72,2,18,0,86620.23,0,2,Low-Value
15780,499.0,122,2,29,0,263341.21,0,2,Low-Value
15781,109.0,73,2,12,0,71469.75,0,2,Low-Value
15785,125.0,96,2,57,0,961193.87,0,2,Low-Value
15791,146.0,129,2,55,0,483394.32,0,2,Low-Value
15795,499.0,88,2,42,0,546743.23,0,2,Low-Value
15802,499.0,81,2,3,0,-648.28,0,2,Low-Value
15806,111.0,96,2,23,0,401132.7,0,2,Low-Value
15809,148.0,123,2,27,0,114905.2,0,2,Low-Value
15819,81.0,70,2,101,0,565273.38,0,2,Low-Value
15825,499.0,111,2,20,0,122275.14000000001,0,2,Low-Value
15831,65.0,63,2,24,0,135663.84,0,2,Low-Value
15835,93.0,76,2,35,0,242531.0,0,2,Low-Value
15840,111.0,109,2,18,0,124314.92,0,2,Low-Value
15850,148.0,107,2,44,0,105981.99,0,2,Low-Value
15852,499.0,125,2,22,0,22019.129999999997,0,2,Low-Value
15855,499.0,75,2,80,0,215721.71,0,2,Low-Value
15863,167.0,131,2,2,0,2147.21,0,2,Low-Value
15882,499.0,137,2,24,0,120095.01999999999,0,2,Low-Value
15889,499.0,95,2,84,0,171094.88,0,2,Low-Value
15895,499.0,88,2,11,0,46223.16,0,2,Low-Value
15897,499.0,133,2,22,0,124522.26000000001,0,2,Low-Value
15907,172.0,115,2,109,0,171574.63999999998,0,2,Low-Value
15909,499.0,112,2,7,0,15636.560000000001,0,2,Low-Value
15912,499.0,117,2,19,0,101553.97,0,2,Low-Value
15918,499.0,129,2,40,0,160459.57,0,2,Low-Value
15920,499.0,93,2,60,0,68048.04000000001,0,2,Low-Value
15921,499.0,111,2,24,0,77936.3,0,2,Low-Value
15925,499.0,133,2,12,0,66889.31,0,2,Low-Value
15942,499.0,72,2,14,0,133999.0,0,2,Low-Value
15969,135.0,124,2,10,0,57015.5,0,2,Low-Value
15976,499.0,104,2,96,0,300674.49,0,2,Low-Value
15985,499.0,61,2,38,0,433399.24000000005,0,2,Low-Value
15987,108.0,59,2,77,0,839821.9500000001,0,2,Low-Value
16003,104.0,73,2,58,0,480298.99,0,2,Low-Value
16005,170.0,121,2,83,0,70355.94,0,2,Low-Value
16009,116.0,98,2,58,0,140300.36,0,2,Low-Value
16012,93.0,67,2,52,0,183179.01,0,2,Low-Value
16014,114.0,90,2,130,0,221619.2,0,2,Low-Value
16018,141.0,119,2,15,0,12014.98,0,2,Low-Value
